,price,square,type,date,juridical,bedroom,length,width,url_page,livingroom,bathroom,pool,garden,project
218,1E+15, 65m,Cần bán căn hộ chung cư,4/5/2023,Sổ hồng/ Sổ đỏ,2 pn,0m,0m,https://alomuabannhadat.vn/ban-can-ho-chung-cu-the-golden-an-khanh-65m2-ban-cong-dong-bac-full-noi-that-gia-chi-17x-ty-1086487.html,2 pk,1 wc,không,không,The Golden An Khánh
219,1000000000, 62m,Cần bán căn hộ chung cư,4/5/2023,Sổ hồng/ Sổ đỏ,2 pn,15m,4m,https://alomuabannhadat.vn/can-ban-gap-can-ho-o-phoa-antp-bien-hoadn-1086499.html,2 pk,2 wc,không,không,Amber Court
220,1E+15, 60m,Cần bán căn hộ chung cư,4/5/2023,Sổ hồng/ Sổ đỏ,2 pn,8m,8m,https://alomuabannhadat.vn/can-ho-full-noi-that-cao-cap-ngay-cho-dau-moi-thu-duc-chi-18x-ty-1086665.html,2 pk,1 wc,không,không,4S Riverside Linh Đông
221,24000000, 108m,Cần bán căn hộ chung cư,4/5/2023,Sổ hồng/ Sổ đỏ,0 pn,0m,0m,https://alomuabannhadat.vn/cho-thue-can-shophouse-the-western-capital-mat-tien-ly-chieu-hoang-quan-6-24trthang-1086505.html,0 pk,0 wc,không,không,Blue Sapphire Bình Phú
222,3000000000, 79m,Cần bán căn hộ chung cư,4/5/2023,Sổ hồng/ Sổ đỏ,2 pn,10m,8m,https://alomuabannhadat.vn/ra-mat-can-goc-2-ngu-the-charm-an-hung-1086705.html,2 pk,2 wc,không,không,None
223,42000000, 87m,Cần bán căn hộ chung cư,2/5/2023,Sổ hồng/ Sổ đỏ,0 pn,0m,0m,https://alomuabannhadat.vn/ban-can-ho-cc-w402-4s-riverside-duong-so-17-phiep-binh-chanh-thu-duc-1085662.html,0 pk,0 wc,không,không,4S Riverside Linh Đông
224,1E+15, 50m,Cần bán căn hộ chung cư,4/5/2023,Sổ hồng/ Sổ đỏ,1 pn,0m,0m,https://alomuabannhadat.vn/can-ban-nhanh-can-ho-melody-quy-nhon-vi-tri-sieu-dep-1086675.html,1 pk,1 wc,không,không,Casa Marina Premium
225,3E+15, 74m,Cần bán căn hộ chung cư,2/5/2023,Sổ hồng/ Sổ đỏ,2 pn,0m,0m,https://alomuabannhadat.vn/chinh-chu-can-ban-can-ho-goldsea-block-a-vung-tau-1085543.html,2 pk,2 wc,không,không,None
226,2000000000, 92m,Cần bán căn hộ chung cư,29/04/2023,Sổ hồng/ Sổ đỏ,0 pn,0m,0m,https://alomuabannhadat.vn/ch-charm-plaza-926m2-3pn-2wc-chi-nhinh-2-ty-da-co-so-hong-1084543.html,0 pk,0 wc,không,không,9X Next Gen
227,4E+15, 117m,Cần bán căn hộ chung cư,2/5/2023,Sổ hồng/ Sổ đỏ,3 pn,0m,0m,https://alomuabannhadat.vn/ban-chcc-udic-westleke-vo-chi-cong-gan-lac-long-quan-ho-tay-hoang-quoc-viet-so-do-117m-gia-489-ty-1085568.html,3 pk,2 wc,không,không,None
228,1E+15, 60m,Cần bán căn hộ chung cư,3/5/2023,Sổ hồng/ Sổ đỏ,2 pn,12m,5m,https://alomuabannhadat.vn/mua-ngoi-nha-gan-trung-tam-tp-thuan-an-cung-voi-30-ich-loi-chi-la-99tr-cho-200tr-1086065.html,2 pk,2 wc,không,không,None
229,2E+15, 54m,Cần bán căn hộ chung cư,4/5/2023,Sổ hồng/ Sổ đỏ,2 pn,9m,6m,https://alomuabannhadat.vn/can-ho-2pn-2wc-ngay-cho-binh-phu-quan-6-4-mat-tien-duong-24-ty-cangia-that-1086494.html,2 pk,0 wc,không,không,Blue Sapphire Bình Phú
230,2E+15, 61m,Cần bán căn hộ chung cư,3/5/2023,Sổ hồng/ Sổ đỏ,2 pn,9m,7m,https://alomuabannhadat.vn/can-goc-duy-nhat-61m2-2pn2wc-view-landmard-81-lh-0382202524-1085962.html,2 pk,2 wc,không,không,Toky Tower
231,2E+15, 50m,Cần bán căn hộ chung cư,3/5/2023,Sổ hồng/ Sổ đỏ,0 pn,0m,0m,https://alomuabannhadat.vn/chinh-chu-can-ra-vai-can-the-western-capital-ly-chieu-hoang-q6-vao-o-ngay-1086096.html,0 pk,0 wc,không,không,Blue Sapphire Bình Phú
232,900000000, 52m,Cần bán căn hộ chung cư,29/04/2023,Sổ hồng/ Sổ đỏ,0 pn,0m,0m,https://alomuabannhadat.vn/chinh-chu-can-ban-chung-cu-muong-thanh-cua-dong-2pn-2vs-1084699.html,0 pk,0 wc,không,không,Chung cư Phú Gia Khang
233,2E+15, 61m,Cần bán căn hộ chung cư,29/04/2023,Sổ hồng/ Sổ đỏ,2 pn,7m,5m,https://alomuabannhadat.vn/2pn2wc-gia-21ty-huong-dong-xem-phao-hoa-con-thuong-luong-1084700.html,2 pk,2 wc,không,không,Toky Tower
234,1E+15, 43m,Cần bán căn hộ chung cư,4/5/2023,Sổ hồng/ Sổ đỏ,1 pn,5m,9m,https://alomuabannhadat.vn/chuyen-nhuong-can-ho-1-ngu-vinhomes-smart-gia-dep-1086750.html,1 pk,1 wc,không,không,B.I.G Tower
235,3E+15, 74m,Cần bán căn hộ chung cư,29/04/2023,Sổ hồng/ Sổ đỏ,2 pn,10m,8m,https://alomuabannhadat.vn/can-ho-cao-cap-pham-van-dong-full-noi-that-xin-moi-99-1084799.html,2 pk,2 wc,không,không,B.I.G Tower
236,2E+15, 98m,Cần bán căn hộ chung cư,29/04/2023,Sổ hồng/ Sổ đỏ,3 pn,20m,5m,https://alomuabannhadat.vn/chu-tre-tuoi-o-nha-lai-co-loc-chuyen-vao-vinhomes-o-can-ban-can-ho-khu-do-thi-viet-hung-1084839.html,3 pk,0 wc,không,không,Berriver Long Biên
237,1E+15, 53m,Cần bán căn hộ chung cư,30/04/2023,Sổ hồng/ Sổ đỏ,1 pn,7m,7m,https://alomuabannhadat.vn/do-mat-kha-nang-thanh-toan-nen-nhuong-lai-can-gia-goc-s53m2-1pn-gia-17tybao-thue-phi-92023-nhan-nha-1084950.html,1 pk,1 wc,không,không,None
238,2E+15, 63m,Cần bán căn hộ chung cư,30/04/2023,Sổ hồng/ Sổ đỏ,5 pn,10m,6m,https://alomuabannhadat.vn/uu-dai-lon-nhat-tai-le-grand-jardin-brg-sai-dong-long-bien-1084899.html,5 pk,3 wc,không,không,None
239,1000000000, 48m,Cần bán căn hộ chung cư,3/5/2023,Sổ hồng/ Sổ đỏ,2 pn,0m,0m,https://alomuabannhadat.vn/ban-can-ho-chung-cu-ct1-vinh-diem-trung-tang-6-view-sieu-thi-1086012.html,2 pk,1 wc,không,không,Giáng Hương
240,0, 56m,Cần bán căn hộ chung cư,3/5/2023,Sổ hồng/ Sổ đỏ,0 pn,0m,0m,https://alomuabannhadat.vn/200-can-ho-50m2-ngay-mat-tien-ly-chieu-hoang-quan-6-the-western-capital-vao-o-ngay-1086045.html,0 pk,0 wc,không,không,Blue Sapphire Bình Phú
241,5E+15, 128m,Cần bán căn hộ chung cư,30/04/2023,Sổ hồng/ Sổ đỏ,2 pn,70m,45m,https://alomuabannhadat.vn/chi-chu-can-ban-can-nha-trung-tam-da-lat-hem-co-loa-phuong-2-1084997.html,2 pk,2 wc,không,không,None
242,2E+15, 65m,Cần bán căn hộ chung cư,28/04/2023,Sổ hồng/ Sổ đỏ,2 pn,0m,0m,https://alomuabannhadat.vn/chung-cu-tap-the-e5-trung-tu-dong-da-65m2-2n2wc-sdcc-chi-249-ty-tl-1084095.html,2 pk,2 wc,không,không,Hateco La Roma
243,1E+15, 50m,Cần bán căn hộ chung cư,28/04/2023,Sổ hồng/ Sổ đỏ,1 pn,0m,0m,https://alomuabannhadat.vn/gia-499-trieu-mo-uoc-so-huu-can-ho-cao-cap-giua-trung-tam-quy-nhon-1084242.html,1 pk,1 wc,không,không,None
244,7E+15, 142m,Cần bán căn hộ chung cư,28/04/2023,Sổ hồng/ Sổ đỏ,3 pn,0m,0m,https://alomuabannhadat.vn/chung-cu-gan-royal-city-nguyen-trai-thanh-xuan-142m-3-ngu-3-ban-cong-full-noi-that-tien-ty-1084086.html,3 pk,2 wc,không,không,BRG Diamond Residence
245,5E+15, 114m,Cần bán căn hộ chung cư,28/04/2023,Sổ hồng/ Sổ đỏ,3 pn,0m,0m,https://alomuabannhadat.vn/chung-cu-gan-royal-city-nguyen-trai-thanh-xuan-114m-3-ngu-2-ban-cong-full-noi-that-tien-ty-1084092.html,3 pk,2 wc,không,không,BRG Diamond Residence
246,3E+15, 100m,Cần bán căn hộ chung cư,28/04/2023,Sổ hồng/ Sổ đỏ,3 pn,0m,0m,https://alomuabannhadat.vn/chung-cu-173-xuan-thuy-cau-giay-100m2-3-ngu-sdcc-chi-389-ty-tl-1084093.html,3 pk,2 wc,không,không,Discovery Skyline
247,3E+15, 107m,Cần bán căn hộ chung cư,30/04/2023,Sổ hồng/ Sổ đỏ,2 pn,0m,6m,https://alomuabannhadat.vn/chung-cu-cao-cap-gia-thuy-long-bien-107m-2-ban-cong-2-ngu-full-noi-that-1084956.html,2 pk,2 wc,không,không,Berriver Long Biên
248,4E+15, 140m,Cần bán căn hộ chung cư,27/04/2023,Sổ hồng/ Sổ đỏ,3 pn,20m,10m,https://alomuabannhadat.vn/mua-ban-can-ho-3pn-140m2-goldmark-city-gia-ban-4ty150-gia-chi-ban-trong-tuan-lh-0394392185-1083669.html,3 pk,2 wc,không,không,Goldmark City
249,0,,Cần bán căn hộ chung cư,27/04/2023,Sổ hồng/ Sổ đỏ,0 pn,0m,0m,https://alomuabannhadat.vn/em-chuyen-ban-can-ho-chung-cu-the-western-capital-quan-6-1083627.html,0 pk,0 wc,không,không,Blue Sapphire Bình Phú
250,3000000000, 77m,Cần bán căn hộ chung cư,27/04/2023,Sổ hồng/ Sổ đỏ,2 pn,0m,0m,https://alomuabannhadat.vn/ban-can-ho-2-ngu-77m2-cach-pho-co-10-chay-xe-gia-3-ty-1083712.html,2 pk,2 wc,không,không,Khai Sơn Hill
251,19000000, 110m,Cần bán căn hộ chung cư,27/04/2023,Sổ hồng/ Sổ đỏ,3 pn,20m,10m,https://alomuabannhadat.vn/cho-thue-3pn-110m2-mipec-xuan-thuy-gia-thue-19tr-vao-luon-lh-0394392185-1083664.html,3 pk,2 wc,không,không,None
252,2E+15, 77m,Cần bán căn hộ chung cư,27/04/2023,Sổ hồng/ Sổ đỏ,2 pn,0m,0m,https://alomuabannhadat.vn/ban-can-ho-2-ngu-view-ho-dieu-hoa-ngay-canh-truong-times-school-long-bien-29-ty-1083730.html,2 pk,2 wc,không,không,Khai Sơn Hill
253,1, 55m,Cần bán căn hộ chung cư,27/04/2023,Sổ hồng/ Sổ đỏ,2 pn,0m,0m,https://alomuabannhadat.vn/chinh-chu-ban-can-cc-hong-ha-thinh-liet-555-m2-thong-thuy-2pn-2vs-gia-1688-ty-1083752.html,2 pk,2 wc,không,không,AZ SKY Tower
254,2E+15, 62m,Cần bán căn hộ chung cư,28/04/2023,Sổ hồng/ Sổ đỏ,1 pn,0m,0m,https://alomuabannhadat.vn/chinh-chu-can-ban-can-a2002-tang-20-toa-a-khach-san-citadines-voi-gia-25-ty-1084286.html,1 pk,1 wc,không,không,Citadines Marina Halong
255,1E+15, 64m,Cần bán căn hộ chung cư,27/04/2023,Sổ hồng/ Sổ đỏ,1 pn,7m,7m,https://alomuabannhadat.vn/ban-re-can-ehome3-64m22pn2wc-co-banlon-da-co-so-hong-vinh-vien-1083646.html,1 pk,1 wc,không,không,Long Phụng Apartment
256,3E+15, 94m,Cần bán căn hộ chung cư,26/04/2023,Sổ hồng/ Sổ đỏ,3 pn,20m,5m,https://alomuabannhadat.vn/ban-can-3pn-toa-ho-guom-plaza-o-ngay-chi-dong-5018-ty-con-lai-tra-theo-tien-dofull-tien-ich-1083134.html,3 pk,2 wc,không,không,Hồ Gươm Plaza
257,4E+15, 120m,Cần bán căn hộ chung cư,27/04/2023,Sổ hồng/ Sổ đỏ,3 pn,0m,0m,https://alomuabannhadat.vn/ban-can-ho-3-ngu-120m2-tai-ngoc-thuy-ban-cong-view-cau-dong-tru-cuc-dep-1083741.html,3 pk,3 wc,không,không,Khai Sơn Hill
258,6E+15, 38m,Cần bán căn hộ chung cư,26/04/2023,Sổ hồng/ Sổ đỏ,0 pn,0m,0m,https://alomuabannhadat.vn/nha-sieu-chat-ngay-tai-trung-tam-chau-au-bat-dong-san-hang-hieu-dang-cap-cong-dan-toan-cau-khong-can-tieng-anh-1083309.html,0 pk,0 wc,không,không,Cornerstone Building
259,0, 50m,Cần bán căn hộ chung cư,27/04/2023,Sổ hồng/ Sổ đỏ,0 pn,0m,0m,https://alomuabannhadat.vn/nha-o-xa-hoi-binh-chanh-tp-ho-chi-minh-gia-12-tycan-1083813.html,0 pk,0 wc,không,không,The Easter City
260,1E+15, 53m,Cần bán căn hộ chung cư,26/04/2023,Sổ hồng/ Sổ đỏ,1 pn,0m,0m,https://alomuabannhadat.vn/can-nhuong-lai-gia-goc-can-goc-s53m2-1pn-gia-17tybao-thue-phi-92023-nhan-nha-1083385.html,1 pk,1 wc,không,không,None
261,0, 348m,Cần bán căn hộ chung cư,19/04/2023,Sổ hồng/ Sổ đỏ,0 pn,0m,0m,https://alomuabannhadat.vn/penthouse-view-song-saigon-va-quan-1-dau-hoi-3-mat-tien-suat-vip-nguoi-nuoc-ngoai-mua-duoc-1079147.html,0 pk,0 wc,không,không,None
262,1.60E+16, 55m,Cần bán căn hộ chung cư,27/04/2023,Sổ hồng/ Sổ đỏ,2 pn,5m,5m,https://alomuabannhadat.vn/ban-can-2pn-full-noi-that-tu-55-69m2-du-an-mipec-kien-hung-ha-dong-1083775.html,2 pk,2 wc,không,không,Mipec City View
263,6E+15, 115m,Cần bán căn hộ chung cư,26/04/2023,Sổ hồng/ Sổ đỏ,3 pn,0m,0m,https://alomuabannhadat.vn/chung-cu-mandarin-garden-cau-giay-115m2-3-ngu-2vs-full-do-64-ty-tl-1083226.html,3 pk,2 wc,không,không,Mandarin Garden
264,4000000000, 21m,Cần bán căn hộ chung cư,26/04/2023,Sổ hồng/ Sổ đỏ,5 pn,5m,4m,https://alomuabannhadat.vn/ban-gap-nha-5-tang-btct-hxh-duong-tran-binh-trong-phuong-3-quan-5-chi-4x-ty-gia-re-1083242.html,5 pk,5 wc,không,không,Charmington Dragonic
265,1E+15, 52m,Cần bán căn hộ chung cư,26/04/2023,Sổ hồng/ Sổ đỏ,2 pn,7m,7m,https://alomuabannhadat.vn/co-hoi-dau-tu-sinh-loi-cao-cho-nha-dau-tu-chi-tu-300-trieu-1083327.html,2 pk,2 wc,không,không,None
266,5E+15, 114m,Cần bán căn hộ chung cư,27/04/2023,Sổ hồng/ Sổ đỏ,3 pn,0m,0m,https://alomuabannhadat.vn/chinh-chu-gui-ban-can-ho-104114m2-3-ngu-2-wc-toa-gold-tower-275-nguyen-trai-thanh-xuan-1083488.html,3 pk,2 wc,không,không,Gold Tower
267,5E+15, 114m,Cần bán căn hộ chung cư,27/04/2023,Sổ hồng/ Sổ đỏ,3 pn,0m,0m,https://alomuabannhadat.vn/ban-can-ho-114m2-3-ngu-2-wc-toa-gold-tower-275-nguyen-trai-thanh-xuan-1083480.html,3 pk,2 wc,không,không,Gold Tower
268,1E+15, 52m,Cần bán căn hộ chung cư,17/04/2023,Sổ hồng/ Sổ đỏ,2 pn,7m,7m,https://alomuabannhadat.vn/gia-tot-nhat-khi-mua-bcons-city-tt-truoc-350tr-so-huu-can-52m22pn2wc-1078019.html,2 pk,2 wc,không,không,None
269,6E+15, 65m,Cần bán căn hộ chung cư,25/04/2023,Sổ hồng/ Sổ đỏ,0 pn,0m,0m,https://alomuabannhadat.vn/mai-zo-mai-zo-bat-dong-san-dong-tien-hot-nhat-chau-au-kem-the-cu-tru-chau-au-khong-can-tieng-anh-1082669.html,0 pk,0 wc,không,không,Cornerstone Building
270,1E+15, 64m,Cần bán căn hộ chung cư,25/04/2023,Sổ hồng/ Sổ đỏ,2 pn,10m,5m,https://alomuabannhadat.vn/ban-ehome-3-64m2-gia-re-1-ty650-da-co-so-re-nhat-thi-truong-dai-lo-vo-van-kiet-1082635.html,2 pk,2 wc,không,không,Ehome 3
271,0, 61m,Cần bán căn hộ chung cư,25/04/2023,Sổ hồng/ Sổ đỏ,2 pn,9m,7m,https://alomuabannhadat.vn/can-goc-duy-nhat-61m2-2pn2wc-view-landmard-81-lh-0382202524-1082594.html,2 pk,2 wc,không,không,Toky Tower
272,3E+15, 135m,Cần bán căn hộ chung cư,26/04/2023,Sổ hồng/ Sổ đỏ,3 pn,0m,0m,https://alomuabannhadat.vn/chinh-chu-ban-can-ho-chung-cu-toa-ct8d-chung-cu-duong-noi-ha-dong-ha-noi-1082938.html,3 pk,2 wc,không,không,Anland Lakeview
273,0, 46m,Cần bán căn hộ chung cư,25/04/2023,Sổ hồng/ Sổ đỏ,2 pn,0m,6m,https://alomuabannhadat.vn/toa-b10a-kdt-nam-trung-yen-dt46m2-gia-19-ty-cau-giay-1082596.html,2 pk,0 wc,không,không,Discovery Skyline
274,7E+15, 147m,Cần bán căn hộ chung cư,26/04/2023,Sổ hồng/ Sổ đỏ,3 pn,0m,0m,https://alomuabannhadat.vn/can-ho-everich-3pn-3wc-full-noi-that-147m2-8ty-1082875.html,3 pk,3 wc,không,không,Chung cư Nguyễn Kim – khu B
275,7E+15, 141m,Cần bán căn hộ chung cư,26/04/2023,Sổ hồng/ Sổ đỏ,3 pn,0m,0m,https://alomuabannhadat.vn/chuyen-nhuong-can-penhouse-141m2-3-ngu-2-wc-toa-gold-tower-275-nguyen-trai-thanh-xuan-gia-7x-ty-1082826.html,3 pk,2 wc,không,không,BRG Diamond Residence
276,2000000000, 83m,Cần bán căn hộ chung cư,25/04/2023,Sổ hồng/ Sổ đỏ,0 pn,0m,0m,https://alomuabannhadat.vn/chinh-chu-can-ban-can-chung-cu-ngoc-dong-duong-8x-rainbow-gia-chi-2-ty-co-thuong-luong-bot-loc-1082622.html,0 pk,0 wc,không,không,Long Phụng Apartment
277,2E+15, 90m,Cần bán căn hộ chung cư,25/04/2023,Sổ hồng/ Sổ đỏ,2 pn,0m,0m,https://alomuabannhadat.vn/chung-cu-tap-the-bo-ngoai-giao-nguyen-hong-90m2-2n2wc-full-noi-that-242-ty-tl-1082247.html,2 pk,2 wc,không,không,343 – 345 Đội Cấn
278,0,,Cần bán căn hộ chung cư,25/04/2023,Sổ hồng/ Sổ đỏ,3 pn,0m,0m,https://alomuabannhadat.vn/ban-chcc-vtc-lac-trung-gan-kim-nguu-tran-khat-chan-90m-35-ty-1082178.html,3 pk,2 wc,không,không,Sunshine Garden
279,7E+15, 150m,Cần bán căn hộ chung cư,25/04/2023,Sổ hồng/ Sổ đỏ,3 pn,0m,0m,https://alomuabannhadat.vn/chung-cu-g3-ciputra-tay-ho-150m2-3-ngu-full-noi-that-1082243.html,3 pk,2 wc,không,không,None
280,1100000, 62m,Cần bán căn hộ chung cư,25/04/2023,Sổ hồng/ Sổ đỏ,2 pn,0m,0m,https://alomuabannhadat.vn/ban-can-ho-2pn-2vs-tecco-thinh-dan-chi-11-ty-1082553.html,2 pk,2 wc,không,không,None
281,3E+15, 85m,Cần bán căn hộ chung cư,25/04/2023,Sổ hồng/ Sổ đỏ,3 pn,0m,0m,https://alomuabannhadat.vn/chung-cu-f4-vu-pham-ham-85m2-3ngu-2wc-can-goc-full-noi-that-chi-305-ty-tl-1082242.html,3 pk,2 wc,không,không,Discovery Skyline
282,5E+15, 93m,Cần bán căn hộ chung cư,25/04/2023,Sổ hồng/ Sổ đỏ,2 pn,0m,0m,https://alomuabannhadat.vn/chung-cu-indochina-plaza-xuan-thuy-93m2-2n2wc-dong-nam-full-noi-that-1082244.html,2 pk,2 wc,không,không,None
283,7E+15, 121m,Cần bán căn hộ chung cư,25/04/2023,Sổ hồng/ Sổ đỏ,3 pn,0m,0m,https://alomuabannhadat.vn/chung-cu-the-park-home-cau-giay-121m2-full-noi-that-3n2wc-chi-792-ty-tl-1082248.html,3 pk,2 wc,không,không,Discovery Skyline
284,1E+15, 60m,Cần bán căn hộ chung cư,19/04/2023,Sổ hồng/ Sổ đỏ,2 pn,10m,6m,https://alomuabannhadat.vn/chuyen-nhuong-chung-cu-ecolife-captital-to-huu-ha-dong-hn-gia-30-trieum2-1078819.html,2 pk,2 wc,không,không,None
285,1E+15, 42m,Cần bán căn hộ chung cư,24/04/2023,Sổ hồng/ Sổ đỏ,1 pn,7m,6m,https://alomuabannhadat.vn/can-ho-chung-cu-gia-re-thuan-an-ban-giao-trong-nam-2023-tra-gop-chi-tu-6trthang-1081700.html,1 pk,1 wc,không,không,None
286,2E+15, 59m,Cần bán căn hộ chung cư,25/04/2023,Sổ hồng/ Sổ đỏ,2 pn,10m,5m,https://alomuabannhadat.vn/ban-can-ho-2pn-59m2-vinhomes-quan-9-co-bep-rem-co-so-hong-gia-2ty2-btp-1082291.html,2 pk,1 wc,không,không,None
287,2E+15, 64m,Cần bán căn hộ chung cư,20/04/2023,Sổ hồng/ Sổ đỏ,2 pn,0m,0m,https://alomuabannhadat.vn/so-huu-can-ho-cao-cap-hoang-huy-commerce-voi-gia-tot-nhat-1079606.html,2 pk,2 wc,không,không,The Minato Residence
288,2E+15, 82m,Cần bán căn hộ chung cư,24/04/2023,Sổ hồng/ Sổ đỏ,0 pn,0m,0m,https://alomuabannhadat.vn/can-ban-can-3pn-re-nhat-chung-cu-fpt-plaza-1081695.html,0 pk,0 wc,không,không,FPT City Đà Nẵng
289,0, 97m,Cần bán căn hộ chung cư,24/04/2023,Sổ hồng/ Sổ đỏ,2 pn,0m,0m,https://alomuabannhadat.vn/chinh-chu-can-ban-can-ho-tai-chung-cu-an-sinh-b-my-dinh-1-dt-97m2-lh-036-9794-317-1081706.html,2 pk,2 wc,không,không,B.I.G Tower
290,4E+15, 79m,Cần bán căn hộ chung cư,25/04/2023,Sổ hồng/ Sổ đỏ,2 pn,1m,1m,https://alomuabannhadat.vn/ban-can-ho-2pn-79-m2-du-an-urban-green-tang-trung-tai-thu-duc-lh-0835379247-gap-phuc-1082324.html,2 pk,2 wc,không,không,None
291,2E+15, 70m,Cần bán căn hộ chung cư,24/04/2023,Sổ hồng/ Sổ đỏ,2 pn,8m,9m,https://alomuabannhadat.vn/can-ho-70m2-day-du-noi-that-so-hong-rieng-ke-nga-tuu-binh-ph-1081858.html,2 pk,2 wc,không,không,4S Riverside Linh Đông
292,2E+15, 65m,Cần bán căn hộ chung cư,24/04/2023,Sổ hồng/ Sổ đỏ,2 pn,20m,10m,https://alomuabannhadat.vn/chung-cu-bac-ha-lac-ky-so-30-pham-van-dong-65m-gia-ban-2ty560-lh-0394392185-1081774.html,2 pk,2 wc,không,không,None
293,7E+15, 74m,Cần bán căn hộ chung cư,24/04/2023,Sổ hồng/ Sổ đỏ,0 pn,0m,0m,https://alomuabannhadat.vn/chinh-chu-can-ban-nhanh-can-shophouse-tai-so-w2-01s06-khu-vinhomes-west-point-1081776.html,0 pk,0 wc,không,không,None
294,1E+15, 50m,Cần bán căn hộ chung cư,24/04/2023,Sổ hồng/ Sổ đỏ,2 pn,0m,0m,https://alomuabannhadat.vn/bcons-city-thap-green-topaz-can-ho-lien-ke-lang-dai-hoc-thu-duc-1081826.html,2 pk,2 wc,không,không,9X Next Gen
295,1E+15, 48m,Cần bán căn hộ chung cư,24/04/2023,Sổ hồng/ Sổ đỏ,0 pn,0m,0m,https://alomuabannhadat.vn/can-ho-midory-park-the-glory-tai-thanh-pho-moi-binh-duong-1081882.html,0 pk,0 wc,không,không,City Land Bình Dương
296,1E+15, 55m,Cần bán căn hộ chung cư,24/04/2023,Sổ hồng/ Sổ đỏ,2 pn,5m,5m,https://alomuabannhadat.vn/duy-nhat1-can-2pn-2wc-canh-thu-duc-15-ty-don-vao-o-ngay-1081761.html,2 pk,2 wc,không,không,4S Riverside Linh Đông
297,4E+15, 48m,Cần bán căn hộ chung cư,22/04/2023,Sổ hồng/ Sổ đỏ,0 pn,0m,0m,https://alomuabannhadat.vn/hot-hot-hot-mua-nha-chau-au-ngay-de-so-huu-dac-quyen-cong-dan-toan-cau-re-nhat-thi-truong-chi-45-ty-dong-1080939.html,0 pk,0 wc,không,không,Cornerstone Building
298,3E+15, 86m,Cần bán căn hộ chung cư,23/04/2023,Sổ hồng/ Sổ đỏ,0 pn,0m,0m,https://alomuabannhadat.vn/ban-can-ho-cc-sunshine-palace-linh-nam-t16-86m2-33-ty-1081060.html,0 pk,0 wc,không,không,AZ SKY Tower
299,1E+15, 8m,Cần bán căn hộ chung cư,22/04/2023,Sổ hồng/ Sổ đỏ,2 pn,10m,8m,https://alomuabannhadat.vn/ban-nhanh-can-ho-80m2-2pn-2wc-tai-kdt-viet-hungtang-9-view-dep-thoang-mat-gia-16-ty-1080968.html,2 pk,1 wc,không,không,None
300,2E+15, 70m,Cần bán căn hộ chung cư,23/04/2023,Sổ hồng/ Sổ đỏ,2 pn,12m,5m,https://alomuabannhadat.vn/nha-tap-the-tang-2-pham-ngoc-thach-ha-noi-1081153.html,2 pk,1 wc,không,không,Hateco La Roma
301,2E+15, 68m,Cần bán căn hộ chung cư,23/04/2023,Sổ hồng/ Sổ đỏ,2 pn,9m,8m,https://alomuabannhadat.vn/ban-gap-chcc-melody-linh-dam-tra-gop-chi-tu-750tr-1081146.html,2 pk,2 wc,không,không,None
302,2E+15, 65m,Cần bán căn hộ chung cư,23/04/2023,Sổ hồng/ Sổ đỏ,0 pn,0m,0m,https://alomuabannhadat.vn/ban-chcc-nam-trung-yen-65m2-2-ngu-chi-23-ty-ban-cong-noi-that-dep-dan-tri-tien-ich-dinh-1081112.html,0 pk,0 wc,không,không,Discovery Skyline
303,18000000000, 147m,Cần bán căn hộ chung cư,23/04/2023,Sổ hồng/ Sổ đỏ,3 pn,0m,0m,https://alomuabannhadat.vn/can-ho-everich-3pn-3wc-full-noi-that-147m2-83ty-1081116.html,3 pk,3 wc,không,không,Chung cư Nguyễn Kim – khu B
304,2.40E+16, 65m,Cần bán căn hộ chung cư,23/04/2023,Sổ hồng/ Sổ đỏ,2 pn,0m,0m,https://alomuabannhadat.vn/ban-chcc-tran-binh-65m2-2-ngu-chi-245-ty-lo-goc-ban-cong-noi-that-dep-tien-ich-dinh-1081136.html,2 pk,0 wc,không,không,Discovery Skyline
305,2E+15, 62m,Cần bán căn hộ chung cư,23/04/2023,Sổ hồng/ Sổ đỏ,2 pn,0m,0m,https://alomuabannhadat.vn/ban-chcc-nam-trung-yen-64m2-2-ngu-chi-26-ty-nha-dep-ban-cong-full-nt-tien-ich-dinh-1081149.html,2 pk,0 wc,không,không,Discovery Skyline
306,3E+15, 110m,Cần bán căn hộ chung cư,23/04/2023,Sổ hồng/ Sổ đỏ,3 pn,0m,0m,https://alomuabannhadat.vn/ban-chcc-nam-trung-yen-110m2-3-ngu-chi-36-ty-ban-cong-noi-that-dep-tien-ich-ngap-tran-1081218.html,3 pk,0 wc,không,không,Discovery Skyline
307,1E+15, 80m,Cần bán căn hộ chung cư,21/04/2023,Sổ hồng/ Sổ đỏ,3 pn,0m,0m,https://alomuabannhadat.vn/chung-cu-cc-song-da-ngo-165-cau-giay-80m-3-ngu2wc-chi-199-ty-1080361.html,3 pk,2 wc,không,không,Discovery Skyline
308,2E+15, 60m,Cần bán căn hộ chung cư,23/04/2023,Sổ hồng/ Sổ đỏ,2 pn,11m,6m,https://alomuabannhadat.vn/gap-ban-can-ho-chung-cu-8x-plus-truong-chinh-60m2-2-ty-250-1081424.html,2 pk,2 wc,không,không,VX Villa Riverview
